sep=;
CODIGO;TITULO;FECHA COMIENZO;FECHA FINALIZACION;ESTADO
INV2494;"ANÁLISIS DEL ENTORNO ACTUAL EN EL ÁMBITO DEPARTAMENTAL, NACIONAL";2019-07-10;2020-07-10;Activo
